Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL, m3,R$
2013,março,FGA – FÓRUM,185829-7,Ao6X053621,,,110,"R$ 1716,71"
2013,março,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,8542-1,E03N000897 E08S006489,,,1081,"R$ 17536,70"
2013,março,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,209600-5,A04N457307,,,10,"R$ 98,37"
2013,março,FUND.UNIV. BRASÍLIA PCA CORETO,331567-3,A05S118580,,,10,"R$ 105,19"
2013,março,GARAGEM  DA UNB,485967-7,C01N000495 A09S359585,,,189,"R$ 3004,16"
2013,março,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,56221-1,A7X055167,,,17,"R$ 213,20"
2013,março,INST. DE QUÍMICA UNB,497353-4,C06N002634 D11X000428,,,471,"R$ 7606,07"
2013,março,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,504892-3,F07N000395,,,1395,"R$ 22526,55"
2013,março,MASC CENTRO LIGAÇÃO A,646665-6,Y10X356796,,,10,"R$ 98,70"
2013,março,MASC NORTE PAV. ANISIO TEIXEIRA lig. A,646709-1,Y10X356794,,,10,"R$ 98,34"
2013,março,MASC SUL INSTITUTO DE QUÍMICA lig. A,646661-3,Y10X356746,,,10,"R$ 98,35"
2013,março,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,480338-8,A06A04134 A09S359100,,,36,"R$ 523,58"
2013,março,PAVILHÃO MULTIUSO UNB MULTIUSO 01,479010-3,D11X000394,,,360,"R$ 5811,68"
2013,março,POSTO DE COMBUSTÍVEL UNB POSTO DE GASOLINA,480340-1,A06A040133 B10S011505,,,314,"R$ 5018,66"
2013,março,Prédio do CPD atras do CESPE,619058-8,Y11X037170,,,58,"R$ 437,29"
2013,março,PREFEITURA DA UNB LIGAÇÃO 02,480342-6,E03N000289 D09X000876,,,484,"R$ 7800,11"
2013,março,TERMOBIOLOGIA - UNB,497350-1,A03N643055,,,261,"R$ 4139,51"
2013,março,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,476240-1,E03N000308 A09S360349,,,42,"R$ 618,78"
2013,março,UNB - CDT/OBRA,497354-2,C06N002635 A11C051686,,,114,"R$ 1754,16"
2013,março,UNB – CIC,670848-1,A09X278361,,,43,"R$ 584,00"
2013,março,UNB – EST,671296-7,A09X273736,,,62,"R$ 937,54"
2013,março,UNB - PAVILHÃO JOÃO CALMON 01,478811-7,E04N000180 D09X000880,,,467,"R$ 7486,22"
2013,março,UNB - POSTO DE SAÚDE,480337-1,C03N001119 A09S360462,,,139,"R$ 2193,05"
2013,março,UNB - REITORIA LIGAÇÃO 01,480347-7,E03N001158 D09X000877,,,736,"R$ 11853,89"
2013,março,UnB ALMOXARIFADO CENTRAL LIG. 01,478994-6,C03N000966 A08S428500,,,86,"R$ 1334,38"
2013,março,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,475855-2,A04L054783,,,41,"R$ 595,73"
2013,março,UNB BANCO DO BRASIL LIGAÇÃO 01,479004-9,C03N001205 A10X058079,,,44,"R$ 638,36"
2013,março,UNB BANCO REAL LIGAÇÃO 01,479007-3,A08S428203,,,10,"R$ 98,35"
2013,março,UNB CANTINA CHICO MENDES,479009-1,A06A039940,,,45,"R$ 654,30"
2013,março,UNB CASA DO PROFº 2 ADUNB LIG. 2,475854-4,E03N000286,,,85,"R$ 1323,22"
2013,março,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A,654839-3,B10S029685,,,197,"R$ 1544,00"
2013,março,UnB Ceilândia (ESCOLA) QNN 26,653092-3,D11X000476 G11CA00013,,,314,"R$ 2527,65"
2013,março,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,479019-7,E04N000176 B11S003895 A12B900317,,,505,"R$ 7986,70"
2013,março,UnB CENTRO COMUNITÁRIO CCAB - 01,478995-4,C03N000425 A09S359912,,,107,"R$ 1669,89"
2013,março,UNB CENTRO DE CONVIVÊNCIA NEGRA,480339-6,A06A040132,,,23,"R$ 309,10"
2013,março,UNB CENTRO FORMAÇÃO REC.,478806-1,E04N000017 A09S359215,,,100,"R$ 1554,61"
2013,março,UnB CENTRO OLÍMPICO LIG - 1,481324-3,E03N000826 D10X001502,,,987,"R$ 15920,64"
2013,março,UNB COMPLEXO DAS ARTE,479002-2,E02N000825 B08S032460,,,388,"R$ 6250,68"
2013,março,UNB CRAD PROX GEOCRONOLO,564640-5,Y08B988039,,,265,"R$ 4161,10"
2013,março,UNB CRECHE PIGI,540742-7,A08f442471 Y10X321220,,,10,"R$ 98,35"
2013,março,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,476243-6,E04N000167,,,86,"R$ 1307,84"
2013,março,UNB DEPARTAMENTO DE MÚSICA SG-4   1,478996-2,E03N000296,,,24,"R$ 325,00"
2013,março,UNB ENGENHARIA ELETRICA SG 11 LIG 2,475844-7,E02N000752 A11C051891,,,132,"R$ 2079,64"
2013,março,UNB ENTR FACUL MED/BIO,636698-8,E11S001243,,,373,"R$ 5882,62"
2013,março,UnB FACE,668248-1,A11C050322,,,238,"R$ 3730,72"
2013,março,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,475838-2,E78T000568 B10S012067,,,83,"R$ 1297,69"
2013,março,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,475840-4,E78T000003 B10S011900,,,36,"R$ 522,45"
2013,março,UnB FACULDADE DE EDUCAÇÃO FÍSICA,481338-3,E03N000850 B08S032470,,,405,"R$ 6392,70"
2013,março,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,478987-3,B08SO32431 E11S001514,,,751,"R$ 12204,60"
2013,março,UNB GEOGRONOLOGIA,497351-8,A03N236107 A09S360232,,,31,"R$ 438,06"
2013,março,UNB INST DE CIENCIAS SOCIAIS,669950-2,A10X058681,,,0,"R$ 0,00"
2013,março,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,8527-8,H90T000007 J06XV00087,,,7682,"R$ 125091,49"
2013,março,UNB INSTITUTO DE ARTES 1,478998-9,E04000153 B08S032469,,,134,"R$ 2130,63"
2013,março,UNB LAB. ANEXO FARMA,497352-6,AO3N647497 A08F447322,,,10,"R$ 102,12"
2013,março,UNB LAB. ENG. CIVIL SG 12 - 1,476238-1,E03N001175 B08S032461,,,215,"R$ 3454,49"
2013,março,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,475846-3,E81L000311 B10S011813,,,150,"R$ 2370,76"
2013,março,UnB MASC CENTRO LIG B,664184-9,Y11X149137,,,14,"R$ 164,37"
2013,março,UnB MASC CENTRO LIG C,664186-5,Y11X149138,,,10,"R$ 98,35"
2013,março,UnB MASC CENTRO LIG D,664187-3,Y11X149140,,,44,"R$ 638,36"
2013,março,UnB MASC NORTE LIG B,664059-1,Y11X149141,,,10,"R$ 98,35"
2013,março,UnB MASC NORTE LIG C,664064-8,Y11X49142,,,51,"R$ 749,94"
2013,março,UnB MASC NORTE LIG D,664065-6,Y11X149143,,,10,"R$ 96,40"
2013,março,UnB MASC SUL LIG B,666218-8,A10X058366,,,10,"R$ 96,40"
2013,março,UnB MASC SUL LIG C,666220-1,A10X058375,,,11,"R$ 115,24"
2013,março,UnB MASC SUL LIG D,666219-6,A10X058373,,,10,"R$ 9834,00"
2013,março,UNB MEMORIAL DARCY RIBEIRO AO LADO REITORIA,644296-1,A10S228706,,,536,"R$ 4240,42"
2013,março,UNB MULTIUSO II LIGAÇÃO 01,479017-1,E04N000191 B10S011760,,,118,"R$ 1850,20"
2013,março,UNB NUCLEO DE MEDICINA TROPICAL 01,479021-9,E04N000065 A09S360348,,,102,"R$ 1591,77"
2013,março,UNB OCA 01 PIJ OCA 01,479015-4,A03N001198 A11C051683,,,221,"R$ 3533,47"
2013,março,UNB PANCP HOSP VETERINÁRIO BIOT.  01,476786-1,E02N001959 D09X000879,,,405,"R$ 6501,86"
2013,março,UNB PAVILHÃO ANÍSIO TEIXEIRA,478988-1,E03N001240 D10S000742,,,130,"R$ 2052,87"
2013,março,UNB POSTO DA PM - PMDF,480343-4,A06A040136 A07F654416,,,25,"R$ 335,50"
2013,março,UnB QUIOSQUE LANCHONETE ICC,484169-7,A06A080133,,,23,"R$ 311,70"
2013,março,UNB RESTAURANTE UNVERSITÁRIO - RU,8531-6,F01N000663 E11S001367,,,923,"R$ 14954,74"
2013,março,UNB- SGP,480345-1,A06A040130,,,29,"R$ 408,72"
2013,março,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,475848-1,E81L000157 B11S003913,,,94,"R$ 1460,21"
2013,março,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,476241-1,E03N000840 A09S359800,,,10,"R$ 98,36"
2013,março,UNB TRAILLER FACULD. EDUC. 3 ESTACIONA.,478984-9,A06A041626 A01N460523,,,10,"R$ 98,35"
2013,março,UNB TRAILLER QUIOSQUE ICC,476788-8,A06A041636,,,27,"R$ 378,24"
2013,março,UNIVERSIDADE DE BRASÍLIA UNB FUBRA,459417-7,G90T000024,,,10,"R$ 96,40"
2013,abril,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,480349-3,E03N001461 B09X000872 B12B900203 D09X000872,,,699,"R$ 12052,26"
2013,abril,CAMPUS NOVO CEILÃNCIA QNN 26,645440-2,Y11X022562,,,51,"R$ 417,51"
2013,abril,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,577187-1,F03N000319 B12B90063,,,143,"R$ 1205,61"
2013,abril,CASA DE ESTUDANTE – PLANALTINA VNSF CJ A4 LT06,69044-9,A02N517846,,,10,"R$ 57,34"
2013,abril,CASA DE ESTUDANTE – PLANALTINA VNSF CJ B3 LT19,69481-9,A03N421585,,,32,"R$ 294,13"
2013,abril,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT11,69089-9,A09X271873,,,12,"R$ 41,98"
2013,abril,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,69095-3,A09X219511,,,58,"R$ 368,95"
2013,abril,CASA DE ESTUDANTE – PLANALTINA VNSF CJ D3 LT17,69243-3,A05S120390,,,28,"R$ 145,41"
2013,abril,CASA DE ESTUDANTE – SRNA Q01 CJ E LT 47 APT 201,436492-9,A04F003891,,,10,"R$ 41,40"
2013,abril,CASA DE ESTUDANTE – SRNA Q01 CJ E LT 47 APT 202,436493-7,A04F003889,,,10,"R$ 41,40"
2013,abril,CLUBE DO SERVIDOR SCEN TR 03 LT 01A/B ASC,8535-9,E06N001373 A09S359813,,,10,"R$ 105,00"
2013,abril,FACULD. DE DIREITO CIÊNC. POL DIR. 1,478809-5,E03N001214 A09S359273,,,159,"R$ 2688,66"
2013,abril,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,475842-1,E06N001348 B11S003924,,,62,"R$ 1023,55"
2013,abril,FACULDADE DE TECNOLOGIA FTD LIG 1,475851-1,H78T000015 G08SV00647,,,554,"R$ 9688,28"
2013,abril,FGA – FÓRUM,185829-7,Ao6X053621,,,143,"R$ 2431,26"
2013,abril,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,8542-1,E03N000897 E08S006489,,,1028,"R$ 18037,98"
2013,abril,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,209600-5,A04N457307,,,13,"R$ 158,52"
2013,abril,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,373656-3,C01N000109 A08F448479,,,228,"R$ 3912,08"
2013,abril,FUND.UNIV. BRASÍLIA PCA CORETO,331567-3,A05S118580,,,50,"R$ 113,79"
2013,abril,GARAGEM  DA UNB,485967-7,C01N000495 A09S359585,,,320,"R$ 5521,93"
2013,abril,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,56221-1,A7X055167,,,56,"R$ 906,61"
2013,abril,INST. DE QUÍMICA UNB,497353-4,C06N002634 D11X000428,,,424,"R$ 7406,70"
2013,abril,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,504892-3,F07N000395,,,847,"R$ 14887,78"
2013,abril,MASC CENTRO LIGAÇÃO A,646665-6,Y10X356796,,,10,"R$ 106,74"
2013,abril,MASC NORTE PAV. ANISIO TEIXEIRA lig. A,646709-1,Y10X356794,,,10,"R$ 106,47"
2013,abril,MASC SUL INSTITUTO DE QUÍMICA lig. A,646661-3,Y10X356746,,,10,"R$ 106,48"
2013,abril,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,480338-8,A06A04134 A09S359100,,,38,"R$ 600,22"
2013,abril,PAVILHÃO MULTIUSO UNB MULTIUSO 01,479010-3,D11X000394,,,401,"R$ 6988,79"
2013,abril,Prédio do CPD atras do CESPE,619058-8,Y11X037170,,,75,"R$ 621,02"
2013,abril,PREFEITURA DA UNB LIGAÇÃO 02,480342-6,E03N000289 D09X000876,,,514,"R$ 8957,26"
2013,abril,TERMOBIOLOGIA - UNB,497350-1,A03N643055,,,271,"R$ 4662,87"
2013,abril,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,476240-1,E03N000308 A09S360349,,,78,"R$ 1293,49"
2013,abril,UNB - CDT/OBRA,497354-2,C06N002635 A11C051686,,,96,"R$ 1596,24"
2013,abril,UNB – CIC,670848-1,A09X278361,,,49,"R$ 727,90"
2013,abril,UNB – EST,671296-7,A09X273736,,,62,"R$ 1016,02"
2013,abril,UNB - PAVILHÃO JOÃO CALMON 01,478811-7,E04N000180 D09X000880,,,376,"R$ 6531,63"
2013,abril,UNB - POSTO DE SAÚDE,480337-1,C03N001119 A09S360462,,,146,"R$ 2494,01"
2013,abril,UNB - REITORIA LIGAÇÃO 01,480347-7,E03N001158 D09X000877,,,693,"R$ 12089,23"
2013,abril,UnB ALMOXARIFADO CENTRAL LIG. 01,478994-6,C03N000966 A08S428500,,,63,"R$ 1044,23"
2013,abril,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,475855-2,A04L054783,,,56,"R$ 906,58"
2013,abril,UNB BANCO REAL LIGAÇÃO 01,479007-3,A08S428203,,,10,"R$ 106,48"
2013,abril,UNB CANTINA CHICO MENDES,479009-1,A06A039940,,,44,"R$ 694,56"
2013,abril,UNB CASA DO PROFº 2 ADUNB LIG. 2,475854-4,E03N000286,,,10,"R$ 128,86"
2013,abril,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A,654839-3,B10S029685,,,198,"R$ 1682,46"
2013,abril,UnB Ceilândia (ESCOLA) QNN 26,653092-3,D11X000476 G11CA00013,,,351,"R$ 3052,07"
2013,abril,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,479019-7,E04N000176 B11S003895 A12B900317,,,547,"R$ 9416,58"
2013,abril,UnB CENTRO COMUNITÁRIO CCAB - 01,478995-4,C03N000425 A09S359912,,,145,"R$ 2466,70"
2013,abril,UNB CENTRO DE CONVIVÊNCIA NEGRA,480339-6,A06A040132,,,13,"R$ 161,19"
2013,abril,UNB CENTRO FORMAÇÃO REC.,478806-1,E04N000017 A09S359215,,,85,"R$ 1423,48"
2013,abril,UnB CENTRO OLÍMPICO LIG - 1,481324-3,E03N000826 D10X001502,,,10,"R$ 296,17"
2013,abril,UNB COMPLEXO DAS ARTE,479002-2,E02N000825 B08S032460,,,419,"R$ 7295,33"
2013,abril,UNB CRAD PROX GEOCRONOLO,564640-5,Y08B988039,,,22,"R$ 313,08"
2013,abril,UNB CRECHE PIGI,540742-7,A08f442471 Y10X321220,,,10,"R$ 106,48"
2013,abril,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,476243-6,E04N000167,,,86,"R$ 1422,84"
2013,abril,UNB DEPARTAMENTO DE MÚSICA SG-4   1,478996-2,E03N000296,,,26,"R$ 386,64"
2013,abril,UNB ENGENHARIA ELETRICA SG 11 LIG 2,475844-7,E02N000752 A11C051891,,,78,"R$ 1313,49"
2013,abril,UNB ENTR FACUL MED/BIO,636698-8,E11S001243,,,138,"R$ 2324,52"
2013,abril,UnB FACE,668248-1,A11C050322,,,10,"R$ 105,00"
2013,abril,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,475838-2,E78T000568 B10S012067,,,89,"R$ 1503,56"
2013,abril,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,475840-4,E78T000003 B10S011900,,,25,"R$ 373,90"
2013,abril,UnB FACULDADE DE EDUCAÇÃO FÍSICA,481338-3,E03N000850 B08S032470,,,357,"R$ 6121,98"
2013,abril,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,478987-3,B08SO32431 E11S001514,,,754,"R$ 13232,02"
2013,abril,UNB GEOGRONOLOGIA,497351-8,A03N236107 A09S360232,,,35,"R$ 543,76"
2013,abril,UNB INST DE CIENCIAS SOCIAIS,669950-2,A10X058681,,,0,"R$ 0,00"
2013,abril,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,8527-8,H90T000007 J06XV00087,,,7899,"R$ 142605,74"
2013,abril,UNB INSTITUTO DE ARTES 1,478998-9,E04000153 B08S032469,,,53,"R$ 894,56"
2013,abril,UNB LAB. ANEXO FARMA,497352-6,AO3N647497 A08F447322,,,10,"R$ 109,35"
2013,abril,UNB LAB. ENG. CIVIL SG 12 - 1,476238-1,E03N001175 B08S032461,,,322,"R$ 5583,95"
2013,abril,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,475846-3,E81L000311 B10S011813,,,336,"R$ 5790,41"
2013,abril,UnB MASC CENTRO LIG B,664184-9,Y11X149137,,,11,"R$ 125,54"
2013,abril,UnB MASC CENTRO LIG C,664186-5,Y11X149138,,,10,"R$ 106,48"
2013,abril,UnB MASC CENTRO LIG D,664187-3,Y11X149140,,,69,"R$ 1128,06"
2013,abril,UnB MASC NORTE LIG B,664059-1,Y11X149141,,,10,"R$ 106,48"
2013,abril,UnB MASC NORTE LIG C,664064-8,Y11X49142,,,26,"R$ 382,44"
2013,abril,UnB MASC NORTE LIG D,664065-6,Y11X149143,,,10,"R$ 105,00"
2013,abril,UnB MASC SUL LIG B,666218-8,A10X058366,,,10,"R$ 105,00"
2013,abril,UnB MASC SUL LIG C,666220-1,A10X058375,,,11,"R$ 124,54"
2013,abril,UnB MASC SUL LIG D,666219-6,A10X058373,,,10,"R$ 106,47"
2013,abril,UNB MEMORIAL DARCY RIBEIRO AO LADO REITORIA,644296-1,A10S228706,,,575,"R$ 4951,05"
2013,abril,UNB MULTIUSO II LIGAÇÃO 01,479017-1,E04N000191 B10S011760,,,150,"R$ 2557,19"
2013,abril,UNB NUCLEO DE MEDICINA TROPICAL 01,479021-9,E04N000065 A09S360348,,,116,"R$ 1965,05"
2013,abril,UNB OCA 01 PIJ OCA 01,479015-4,A03N001198 A11C051683,,,96,"R$ 1652,42"
2013,abril,UNB PANCP HOSP VETERINÁRIO BIOT.  01,476786-1,E02N001959 D09X000879,,,297,"R$ 5164,76"
2013,abril,UNB PAVILHÃO ANÍSIO TEIXEIRA,478988-1,E03N001240 D10S000742,,,803,"R$ 13888,90"
2013,abril,UNB POSTO DA PM - PMDF,480343-4,A06A040136 A07F654416,,,40,"R$ 625,20"
2013,abril,UnB QUIOSQUE LANCHONETE ICC,484169-7,A06A080133,,,20,"R$ 284,55"
2013,abril,UNB RESTAURANTE UNVERSITÁRIO - RU,8531-6,F01N000663 E11S001367,,,1259,"R$ 21995,17"
2013,abril,UNB- SGP,480345-1,A06A040130,,,31,"R$ 476,34"
2013,abril,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,475848-1,E81L000157 B11S003913,,,87,"R$ 1459,10"
2013,abril,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,476241-1,E03N000840 A09S359800,,,10,"R$ 106,48"
2013,abril,UNB TRAILLER FACULD. EDUC. 3 ESTACIONA.,478984-9,A06A041626 A01N460523,,,10,"R$ 106,48"
2013,abril,UNB TRAILLER QUIOSQUE ICC,476788-8,A06A041636,,,18,"R$ 251,98"
2013,abril,UNIVERSIDADE DE BRASÍLIA UNB FUBRA,459417-7,G90T000024,,,10,"R$ 105,00"
2013,maio,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,480349-3,E03N001461 B09X000872 B12B900203 D09X000872,,,624,"R$ 10751,76"
2013,maio,CAMPUS NOVO CEILÃNCIA QNN 26,645440-2,Y11X022562,,,10,"R$ 60,85"
2013,maio,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,577187-1,F03N000319 B12B90063,,,143,"R$ 1205,86"
2013,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ A4 LT06,69044-9,A02N517846,,,28,"R$ 225,52"
2013,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ B3 LT19,69481-9,A03N421585,,,48,"R$ 563,64"
2013,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT11,69089-9,A09X271873,,,13,"R$ 64,44"
2013,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,69095-3,A09X219511,,,61,"R$ 396,52"
2013,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ D3 LT17,69243-3,A05S120390,,,40,"R$ 257,80"
2013,maio,CASA DE ESTUDANTE – SRNA Q01 CJ E LT 47 APT 201,436492-9,A04F003891,,,217,"R$ 3694,80"
2013,maio,CASA DE ESTUDANTE – SRNA Q01 CJ E LT 47 APT 202,436493-7,A04F003889,,,10,"R$ 41,40"
2013,maio,CLUBE DO SERVIDOR SCEN TR 03 LT 01A/B ASC,8535-9,E06N001373 A09S359813,,,205,"R$ 3486,30"
2013,maio,FACULD. DE DIREITO CIÊNC. POL DIR. 1,478809-5,E03N001214 A09S359273,,,256,"R$ 4370,64"
2013,maio,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,475842-1,E06N001348 B11S003924,,,111,"R$ 1856,34"
2013,maio,FACULDADE DE TECNOLOGIA FTD LIG 1,475851-1,H78T000015 G08SV00647,,,598,"R$ 10300,92"
2013,maio,FGA – FÓRUM,185829-7,Ao6X053621,,,135,"R$ 2272,50"
2013,maio,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,8542-1,E03N000897 E08S006489,,,1356,"R$ 23444,64"
2013,maio,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,209600-5,A04N457307,,,18,"R$ 243,72"
2013,maio,FUND.UNIV. BRASÍLIA PCA CORETO,331567-3,A05S118580,,,10,"R$ 112,20"
2013,maio,GARAGEM  DA UNB,485967-7,C01N000495 A09S359585,,,241,"R$ 4110,54"
2013,maio,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,56221-1,A7X055167,,,90,"R$ 1492,20"
2013,maio,INST. DE QUÍMICA UNB,497353-4,C06N002634 D11X000428,,,497,"R$ 8549,58"
2013,maio,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,504892-3,F07N000395,,,1177,"R$ 20340,78"
2013,maio,MASC CENTRO LIGAÇÃO A,646665-6,Y10X356796,,,10,"R$ 105,00"
2013,maio,MASC NORTE PAV. ANISIO TEIXEIRA lig. A,646709-1,Y10X356794,,,10,"R$ 105,00"
2013,maio,MASC SUL INSTITUTO DE QUÍMICA lig. A,646661-3,Y10X356746,,,10,"R$ 105,00"
2013,maio,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,480338-8,A06A04134 A09S359100,,,62,"R$ 1006,68"
2013,maio,PAVILHÃO MULTIUSO UNB MULTIUSO 01,479010-3,D11X000394,,,426,"R$ 7318,44"
2013,maio,Prédio do CPD atras do CESPE,619058-8,Y11X037170,,,83,"R$ 385,41"
2013,maio,PREFEITURA DA UNB LIGAÇÃO 02,480342-6,E03N000289 D09X000876,,,737,"R$ 12711,18"
2013,maio,TERMOBIOLOGIA - UNB,497350-1,A03N643055,,,211,"R$ 3590,34"
2013,maio,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,476240-1,E03N000308 A09S360349,,,231,"R$ 3937,14"
2013,maio,UNB - CDT/OBRA,497354-2,C06N002635 A11C051686,,,139,"R$ 2341,86"
2013,maio,UNB – CIC,670848-1,A09X278361,,,46,"R$ 674,52"
2013,maio,UNB – EST,671296-7,A09X273736,,,54,"R$ 867,96"
2013,maio,UNB - PAVILHÃO JOÃO CALMON 01,478811-7,E04N000180 D09X000880,,,348,"R$ 5965,92"
2013,maio,UNB - POSTO DE SAÚDE,480337-1,C03N001119 A09S360462,,,151,"R$ 2549,94"
2013,maio,UNB - REITORIA LIGAÇÃO 01,480347-7,E03N001158 D09X000877,,,867,"R$ 14965,38"
2013,maio,UnB ALMOXARIFADO CENTRAL LIG. 01,478994-6,C03N000966 A08S428500,,,116,"R$ 1943,04"
2013,maio,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,475855-2,A04L054783,,,49,"R$ 781,26"
2013,maio,UNB BANCO REAL LIGAÇÃO 01,479007-3,A08S428203,,,10,"R$ 105,00"
2013,maio,UNB CANTINA CHICO MENDES,479009-1,A06A039940,,,32,"R$ 486,48"
2013,maio,UNB CASA DO PROFº 2 ADUNB LIG. 2,475854-4,E03N000286,,,86,"R$ 1422,84"
2013,maio,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A,654839-3,B10S029685,,,373,"R$ 3199,71"
2013,maio,UnB Ceilândia (ESCOLA) QNN 26,653092-3,D11X000476 G11CA00013,,,581,"R$ 10006,14"
2013,maio,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,479019-7,E04N000176 B11S003895 A12B900317,,,576,"R$ 9919,44"
2013,maio,UnB CENTRO COMUNITÁRIO CCAB - 01,478995-4,C03N000425 A09S359912,,,120,"R$ 2012,40"
2013,maio,UNB CENTRO DE CONVIVÊNCIA NEGRA,480339-6,A06A040132,,,13,"R$ 157,02"
2013,maio,UNB CENTRO FORMAÇÃO REC.,478806-1,E04N000017 A09S359215,,,79,"R$ 1301,46"
2013,maio,UnB CENTRO OLÍMPICO LIG - 1,481324-3,E03N000826 D10X001502,,,2552,"R$ 44183,28"
2013,maio,UNB COMPLEXO DAS ARTE,479002-2,E02N000825 B08S032460,,,436,"R$ 7491,84"
2013,maio,UNB CRAD PROX GEOCRONOLO,564640-5,Y08B988039,,,89,"R$ 1474,86"
2013,maio,UNB CRECHE PIGI,540742-7,A08f442471 Y10X321220,,,10,"R$ 105,00"
2013,maio,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,476243-6,E04N000167,,,121,"R$ 2029,74"
2013,maio,UNB DEPARTAMENTO DE MÚSICA SG-4   1,478996-2,E03N000296,,,29,"R$ 343,46"
2013,maio,UNB ENGENHARIA ELETRICA SG 11 LIG 2,475844-7,E02N000752 A11C051891,,,94,"R$ 1561,56"
2013,maio,UNB ENTR FACUL MED/BIO,636698-8,E11S001243,,,452,"R$ 7769,28"
2013,maio,UnB FACE,668248-1,A11C050322,,,65,"R$ 1058,70"
2013,maio,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,475838-2,E78T000568 B10S012067,,,114,"R$ 1908,36"
2013,maio,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,475840-4,E78T000003 B10S011900,,,39,"R$ 607,86"
2013,maio,UnB FACULDADE DE EDUCAÇÃO FÍSICA,481338-3,E03N000850 B08S032470,,,395,"R$ 6780,90"
2013,maio,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,478987-3,B08SO32431 E11S001514,,,965,"R$ 16664,70"
2013,maio,UNB GEOGRONOLOGIA,497351-8,A03N236107 A09S360232,,,51,"R$ 815,94"
2013,maio,UNB INST DE CIENCIAS SOCIAIS,669950-2,A10X058681,,,0,"R$ 0,00"
